review_reason,symbol,company_name,fmp_sector,fmp_industry,market_cap_b,mcap_tier,description,l1,l2,l3_themes,business_role,prefill_source,confidence,needs_review,boss_notes
ok,SITM,SiTime Corporation,Technology,Semiconductors,,,"SiTime Corporation designs, develops, and sells silicon timing systems solutions in Taiwan, Hong Kong, the United States, and internationally. The company provides resonators and clock integrated circuits, and various types of oscillators. Its solutions have applications in various markets, including communications and enterprise, automotive, industrial, Internet of Things, mobile, consumer, and aerospace and defense. The company sells its timing products through distributors and resellers. SiTi",半导体,模拟与功率,端侧AI;自动驾驶/FSD;6G/卫星通信,硅基MEMS时序芯片龙头，为通信、汽车、工业、物联网、航天等提供振荡器与时钟IC解决方案,llm,0.82,0,
ok,AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,,,"Akamai Technologies, Inc. provides cloud services for securing, delivering, and optimizing content and business applications over the internet in the United States and internationally. The company offers cloud solutions to keep infrastructure, websites, applications, application programming interfaces, and users safe from various cyberattacks and online threats while enhancing performance. It also provides web and mobile performance solutions to enable dynamic websites and applications; media de",互联网与软件,信息安全,AI应用层,全球领先的CDN与边缘云服务商，提供内容分发、Web应用安全和零信任防护，主营向安全与边缘计算转型。,llm,0.85,0,
ok,ALLE,Allegion plc,Industrials,Security & Protection Services,,,"Allegion plc manufactures and sells mechanical and electronic security products and solutions worldwide. The company offers door closers, controls, and exit devices; locks, locksets, portable locks, and key systems and services; electronic security products and access control systems; time, attendance, and workforce productivity systems; doors and door systems; and other accessories. The company sells its products and solutions to end-users in commercial, institutional, and residential facilitie",工业与航天,工业自动化与机械,,全球机械与电子安防产品制造商，提供门控、锁具、出入控制系统，服务商业、机构与住宅市场。,llm,0.85,0,
ok,AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,,,"Amkor Technology, Inc. provides outsourced semiconductor packaging and test services in the United States, Japan, Europe, the Middle East, Africa, and the rest of the Asia Pacific. It offers turnkey packaging and test services, including semiconductor wafer bump, wafer probe, wafer back-grind, package design, packaging, and test and drop shipment services. The company also provides flip chip-scale package products for use in smartphones, tablets, and other mobile consumer electronic devices; fli",半导体,芯片IP/EDA/Fabless其他,半导体周期;AI算力;AI基建材料,全球领先的外包半导体封装与测试（OSAT）服务商，为先进封装（含AI芯片所需的2.5D/3D封装）提供产能。,llm,0.85,0,
ok,APLD,Applied Digital Corporation,Technology,Information Technology Services,,,"Applied Digital Corporation designs, develops, and operates digital infrastructure solutions and cloud services high-performance computing (HPC) and artificial intelligence industries in North America. It operates through three segments: Data Center Hosting Business, Cloud Services Business, and HPC Hosting Business. The company offers infrastructure services to crypto mining customers; and GPU computing solutions for critical workloads related to AI, machine learning, and other HPC tasks. It al",AI算力与云,数据中心运营,AI算力;数据中心电力;数据中心冷却,为AI/HPC和加密挖矿客户提供数据中心托管与GPU云算力基础设施服务,llm,0.85,0,
ok,CCZ,Comcast Holdings Corp.,Communication Services,Broadcasting,,,"Comcast Holdings Corporation manages and operates broadband cable networks in the United States. The company, over its cable networks, primarily offers various services, including video, Internet, and phone. Its video services include cable networks, pay-per-view programming, digital cable, video-on-demand, high-definition television, and digital video recorder services. The company’s Internet services consist of multiple email addresses, online storage, and various value-added features. Comcast",互联网与软件,电信运营商,,美国宽带有线网络运营商，提供视频、互联网和电话服务,llm,0.85,0,
ok,CRS,Carpenter Technology Corporation,Industrials,Manufacturing - Metal Fabrication,,,"Carpenter Technology Corporation engages in the manufacture, fabrication, and distribution of specialty metals in the United States, Europe, the Asia Pacific, Mexico, Canada, and internationally. It operates in two segments, Specialty Alloys Operations and Performance Engineered Products. The company offers specialty alloys, including titanium alloys, powder metals, stainless steels, alloy steels, and tool steels, as well as additives, and metal powders and parts. It serves aerospace, defense, m",工业与航天,航空航天与国防,地缘政治;工业资本开支,专业合金制造商，为航空航天和国防领域提供钛合金、粉末冶金、不锈钢等高性能特种金属材料,llm,0.85,0,
ok,GIB,CGI Inc.,Technology,Information Technology Services,,,"CGI Inc., together with its subsidiaries, provides information technology (IT) and business process services in Canada; Western, Southern, Central, and Eastern Europe; Australia; Scandinavia; Finland, Poland, and Baltics; the United States; the United Kingdom; and the Asia Pacific. Its services include the management of IT and business outsourcing, systems integration and consulting, and software solutions selling activities. The company also offers application development, integration and maint",互联网与软件,企业SaaS,,全球IT外包与系统集成咨询服务商，为企业及政府提供应用开发、业务流程外包和软件解决方案。,llm,0.85,0,
ok,H,Hyatt Hotels Corporation,Consumer Cyclical,Travel Lodging,,,"Hyatt Hotels Corporation operates as a hospitality company in the United States and internationally. It operates through Owned and Leased Hotels, Americas Management and Franchising, ASPAC Management and Franchising, EAME/SW Asia Management and Franchising, and Apple Leisure Group segments. The company manages, franchises, licenses, owns, and leases portfolio of properties, consisting of full-service hotels, select service hotels, resorts, and other properties, including timeshare, fractional, r",消费与零售,可选消费品牌,,全球高端酒店集团，运营自有、管理及特许经营的全服务与精选服务酒店及度假村品牌组合。,llm,0.85,0,
ok,NYT,The New York Times Company,Communication Services,Publishing,,,"The New York Times Company, together with its subsidiaries, provides news and information for readers and viewers across various platforms worldwide. It offers The New York Times (The Times), a daily and Sunday newspaper in the United States, as well as international edition of The Times; and operates the NYTimes.com Website. The company also transmits articles, graphics, and photographs from The Times and other publications to approximately 1,500 newspapers, magazines, and websites; licenses el",互联网与软件,流媒体与内容,,全球领先的新闻媒体集团，运营《纽约时报》报纸及数字订阅平台，提供新闻、信息与内容服务。,llm,0.85,0,
ok,PINS,"Pinterest, Inc.",Communication Services,Internet Content & Information,,,"Pinterest, Inc. operates as a visual discovery engine in the United States and internationally. The company's engine allows people to find inspiration for their lives, including recipes, style and home inspiration, DIY, and others; and provides video, product, and idea pins. It shows visual machine learning recommendations based on pinners taste and interests. The company was formerly known as Cold Brew Labs Inc. and changed its name to Pinterest, Inc. in April 2012. Pinterest, Inc. was incorpor",互联网与软件,消费互联网平台,AI应用层,视觉发现引擎与图片社交平台，通过个性化推荐变现广告,llm,0.85,0,
ok,SMTC,Semtech Corporation,Technology,Semiconductors,,,"Semtech Corporation designs, develops, manufactures, and markets analog and mixed-signal semiconductor products and advanced algorithms. It provides signal integrity products, including a portfolio of optical data communications and video transport products used in various infrastructure, and industrial applications; a portfolio of integrated circuits for data centers, enterprise networks, passive optical networks, wireless base station optical transceivers, and high-speed interface applications",半导体,模拟与功率,光通信;AI算力,模拟与混合信号半导体厂商，光通信芯片与LoRa物联网连接方案，受益于数据中心光模块需求,llm,0.85,0,
ok,SSNC,"SS&C Technologies Holdings, Inc.",Technology,Software - Application,,,"SS&C Technologies Holdings, Inc., together with its subsidiaries, provides software products and software-enabled services to financial services and healthcare industries. The company owns and operates technology stack across securities accounting; front-office functions, such as trading and modeling; middle-office functions include portfolio management and reporting; back-office functions, such as accounting, performance measurement, reconciliation, reporting, processing and clearing, and compl",互联网与软件,企业SaaS,,为金融服务和医疗行业提供软件产品及软件赋能服务，覆盖前中后台全栈技术,llm,0.85,0,
ok,TYL,,,,,,,互联网与软件,企业SaaS,,为美国地方政府、法院和学校提供一体化软件与SaaS服务的公共部门垂直软件龙头。,llm,0.86,0,
ok,ULTA,,,,,,,消费与零售,大型零售,,美国最大的美妆专营连锁零售商，通过约1400家门店和电商销售化妆品、护肤、香水及提供沙龙服务。,llm,0.88,0,
ok,AAOI,"Applied Optoelectronics, Inc.",Technology,Semiconductors,,,"Applied Optoelectronics, Inc. designs, manufactures, and sells various fiber-optic networking products worldwide. It offers optical modules, lasers, subassemblies, transmitters and transceivers, and turn-key equipment, as well as headend, node, and distribution equipment. The company sells its products to internet data center operators, cable television and telecom equipment manufacturers, and internet service providers through its direct and indirect sales channels. Applied Optoelectronics, Inc",AI算力与云,数据中心网络设备,光通信;AI算力;数据中心电力,光模块与光收发器厂商，为数据中心运营商和电信设备商提供高速光通信互联解决方案。,llm,0.88,0,
ok,BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,,,"Broadridge Financial Solutions, Inc. provides investor communications and technology-driven solutions for the financial services industry. The company's Investor Communication Solutions segment processes and distributes proxy materials to investors in equity securities and mutual funds, as well as facilitates related vote processing services; and distributes regulatory reports, class action, and corporate action/reorganization event information, as well as tax reporting solutions. It also offers",金融,支付与金融科技,,为金融服务业提供投资者通讯、代理投票处理及证券交易后台技术解决方案的金融科技基础设施供应商。,llm,0.88,0,
ok,CGNX,Cognex Corporation,Technology,"Hardware, Equipment & Parts",,,"Cognex Corporation provides machine vision products that capture and analyze visual information in order to automate manufacturing and distribution tasks worldwide. Its machine vision products are used to automate the manufacturing and tracking of discrete items, including mobile phones, aspirin bottles, and automobile tires by locating, identifying, inspecting, and measuring them during the manufacturing or distribution process. The company offers VisionPro software, a suite of patented vision ",工业与航天,工业自动化与机械,端侧AI;工业资本开支,机器视觉系统供应商，为制造与物流自动化提供视觉识别、检测和测量解决方案,llm,0.88,0,
ok,CSGP,"CoStar Group, Inc.",Real Estate,Real Estate - Services,,,"CoStar Group, Inc. provides information, analytics, and online marketplace services to the commercial real estate, hospitality, residential, and related professionals industries in the United States, Canada, Europe, the Asia Pacific, and Latin America. It offers CoStar Property that provides inventory of office, industrial, retail, multifamily, hospitality, and student housing properties and land; CoStar COMPS, a robust database of comparable commercial real estate sales transactions; CoStar Mar",互联网与软件,企业SaaS,房地产周期;利率敏感,商业地产信息分析与在线市场SaaS龙头，向地产专业人士与中介提供数据库、估值、租赁与住宅挂牌平台服务,llm,0.88,0,
ok,FPS,"Forgent Power Solutions, Inc.",Industrials,Electrical Equipment & Parts,,,"Forgent Power Solutions, Inc designs and manufactures electrical distribution equipment used in data centers, the power grid and energy-intensive industrial facilities. The company’s products include automatic transfer switches (ATS), gear eHouses, generator connection cabinets, low voltage switchgear, low voltage transformers, medium voltage switchgear, medium voltage VPI transformers, padmount transformers, panelboards, paralleling switchgear, PDU transformers, power distribution units, power ",AI算力与云,数据中心电力与冷却,数据中心电力;AI算力;工业资本开支,设计制造数据中心、电网及高耗能工业设施所需的电力分配设备（ATS、开关柜、变压器、PDU等）。,llm,0.88,0,
ok,LFUS,"Littelfuse, Inc.",Technology,"Hardware, Equipment & Parts",,,"Littelfuse, Inc. manufactures and sells circuit protection, power control, and sensing products in the Asia-Pacific, the Americas, and Europe. The company's Electronics segment offers fuses and fuse accessories, positive temperature coefficient resettable fuses, polymer electrostatic discharge suppressors, varistors, reed switch based magnetic sensing products, and gas discharge tubes; and discrete transient voltage suppressor (TVS) diodes, TVS diode arrays, protection and switching thyristors, ",半导体,模拟与功率,工业资本开支,全球电路保护元件龙头，提供熔断器、TVS二极管、功率半导体和传感器，服务工业、汽车和消费电子市场,llm,0.88,0,
ok,MAS,Masco Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",,,"Masco Corporation designs, manufactures, and distributes home improvement and building products in North America, Europe, and internationally. The company's Plumbing Products segment offers faucets, showerheads, handheld showers, valves, bath hardware and accessories, bathing units, shower bases and enclosures, sinks, toilets, acrylic tubs, shower trays, spas, exercise pools, and fitness systems; brass, copper, and composite plumbing system components; connected water products; thermoplastic sol",消费与零售,家居建材零售,房地产周期;利率敏感,北美领先的家居建材制造商，主营管道产品（水龙头、花洒、阀门）和装饰建材，受房地产周期和利率敏感度影响显著。,llm,0.88,0,
ok,MUSA,Murphy USA Inc.,Consumer Cyclical,Specialty Retail,,,"Murphy USA Inc. engages in marketing of retail motor fuel products and convenience merchandise. The company operates retail stores under the Murphy USA, Murphy Express, and QuickChek brands. As of December 31, 2021, it operated 1,679 retail gasoline stores principally in the Southeast, Southwest, and Midwest United States. The company was founded in 1996 and is headquartered in El Dorado, Arkansas.",消费与零售,必需消费品,,美国南部、西南和中西部地区低价加油站与便利店连锁运营商，销售零售汽油及便利商品。,llm,0.88,0,
ok,POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,,,"Powell Industries, Inc., together with its subsidiaries, designs, develops, manufactures, sells, and services custom-engineered equipment and systems for the distribution, control, and monitoring of electrical energy. The company's principal products include integrated power control room substations, custom-engineered modules, electrical houses, medium-voltage circuit breakers, monitoring and control communications systems, motor control centers, and bus duct systems, as well as traditional and ",工业与航天,工业自动化与机械,数据中心电力;AI基建材料;工业资本开支,为数据中心、电网和油气客户提供定制化中压配电与控制设备，受益于AI数据中心电力扩张和工业资本开支周期,llm,0.88,0,
ok,RBC,RBC Bearings Incorporated,Industrials,Manufacturing - Tools & Accessories,,,"RBC Bearings Incorporated manufactures and markets engineered precision bearings and components in the United States and internationally. It operates through two segments, Aerospace/Defense and Industrial. The company produces plain bearings with self-lubricating or metal-to-metal designs, including rod end bearings, spherical plain bearings, and journal bearings; roller bearings, such as tapered roller bearings, needle roller bearings, and needle bearing track rollers and cam followers, which a",工业与航天,航空航天与国防,工业资本开支,精密轴承制造商，航空航天/国防与工业两大板块，为飞机、国防装备及工业机械提供工程化滚动与滑动轴承组件。,llm,0.88,0,
ok,AEIS,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,,,"Advanced Energy Industries, Inc. designs, manufactures, sells, and supports precision power conversion, measurement, and control solutions worldwide. It offers plasma power solutions, including direct current (DC), pulsed DC, low frequency alternating current, high voltage, and radio frequency (RF) power supplies, as well as RF power supplies, RF matching networks, and RF instrumentation products; and remote plasma sources for reactive gas applications. The company also provides power control mo",半导体,半导体设备,半导体周期;AI算力;数据中心电力,为半导体晶圆制造提供等离子体射频/直流精密功率转换与控制设备的关键子系统供应商，并延伸至数据中心电源。,llm,0.90,0,
ok,AER,AerCap Holdings N.V.,Industrials,Rental & Leasing Services,,,"AerCap Holdings N.V. engages in the lease, financing, sale, and management of commercial flight equipment in China, Hong Kong, Macau, the United States, Ireland, and internationally. The company offers aircraft asset management services, such as remarketing aircraft and engines; collecting rental and maintenance rent payments, monitoring aircraft maintenance, monitoring and enforcing contract compliance, and accepting delivery and redelivery of aircraft and engines; and conducting ongoing lessee",金融,资产管理,利率敏感,全球最大商用飞机租赁公司，向航空公司提供飞机与发动机租赁、融资及资产管理服务,llm,0.90,0,
ok,ATI,ATI Inc.,Industrials,Manufacturing - Metal Fabrication,,,"ATI Inc. manufactures and sells specialty materials and components worldwide. The company operates in two segments: High Performance Materials & Components (HPMC) and Advanced Alloys & Solutions (AA&S). The HPMC segment produces various materials, including titanium and titanium-based alloys, nickel- and cobalt-based alloys and superalloys, advanced powder alloys and other specialty materials, in long product forms, such as ingot, billet, bar, rod, wire, shapes and rectangles, and seamless tubes",工业与航天,航空航天与国防,地缘政治,为航空航天与国防提供钛合金、镍钴基高温合金等特种金属材料的精密制造商。,llm,0.90,0,
ok,CACI,CACI International Inc,Technology,Information Technology Services,,,"CACI International Inc, together with its subsidiaries, provides expertise and technology to enterprise and mission customers in support of national security missions and government modernization/transformation in the intelligence, defense, and federal civilian sectors. It operates in two segments, Domestic Operations and International Operations. The Domestic Operations segment offers information solutions and services to the U.S. federal government agencies and commercial enterprises in the ar",工业与航天,航空航天与国防,地缘政治,为美国情报、国防和联邦民用部门提供IT服务与任务技术支持的国防承包商,llm,0.90,0,
ok,DKNG,DraftKings Inc.,Consumer Cyclical,"Gambling, Resorts & Casinos",,,"DraftKings Inc. operates a digital sports entertainment and gaming company. It offers multi-channel sports betting and gaming technologies, powering sports and gaming entertainment for operators in 17 countries. The company operates iGaming through its DraftKings brand in 5 states, as well as operates Golden Nugget Online Gaming, an iGaming product and gaming brand in 3 states. Its Sportsbook is live with mobile and/or retail betting operations in the United States pursuant to regulations in 18 ",互联网与软件,游戏与互动娱乐,,美国数字体育博彩与iGaming平台龙头，运营DraftKings与Golden Nugget在线博彩品牌。,llm,0.90,0,
ok,GDDY,GoDaddy Inc.,Technology,Software - Infrastructure,,,"GoDaddy Inc. engages in the design and development of cloud-based technology products in the United States and internationally. The company provides domain name registration product that enables to engage customers at the initial stage of establishing a digital identity. It also offers shared Website hosting products that provide various applications and products, such as web analytics, Secure Sockets Layer certificates, and WordPress; Website hosting on virtual private servers and virtual dedic",互联网与软件,电商SaaS,,全球最大域名注册商及中小企业建站托管SaaS平台。,llm,0.90,0,
ok,HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,,,"Hasbro, Inc., together with its subsidiaries, operates as a play and entertainment company. Its Consumer Products segment engages in the sourcing, marketing, and sale of toy and game products. This segment also promotes its brands through the out-licensing of trademarks, characters, and other brand and intellectual property rights to third parties through the sale of branded consumer products, such as toys and apparels. Its toys and games include action figures, arts and crafts and creative play",消费与零售,可选消费品牌,关税敞口;中国敞口,全球玩具与游戏品牌运营商，依托IP授权与玩具销售获取收入,llm,0.90,0,
ok,HTHT,H World Group Limited,Consumer Cyclical,Travel Lodging,,,"H World Group Limited, together with its subsidiaries, develops leased and owned, manachised, and franchised hotels primarily in the People's Republic of China. The company operates hotels under its own brands, such as HanTing Hotel, Ni Hao Hotel, Hi Inn, Elan Hotel, Zleep Hotels, Ibis Hotel, JI Hotel, Orange Hotel, Starway Hotel, Ibis Styles Hotel, CitiGO Hotel, Crystal Orange Hotel, IntercityHotel, Manxin Hotel, Mercure Hotel, Madison Hotel, Novotel Hotel, Joya Hotel, Blossom House, Steigenber",消费与零售,可选消费品牌,中国敞口,"中国最大连锁酒店集团之一,运营汉庭/全季/桔子等多品牌经济型至中高端酒店网络,以加盟管理模式扩张。",llm,0.90,0,
ok,IHG,InterContinental Hotels Group PLC,Consumer Cyclical,Travel Lodging,,,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, EVEN Hotels, HUALUXE, Holiday Inn, Holiday Inn Express, Holiday Inn Club Vacations, avid, Staybridge Suites, Atwell Suites, Candlewood Suites, voco, and Crowne Plaza. It also provides IHG ",消费与零售,可选消费品牌,,全球酒店集团，拥有洲际、假日酒店等品牌组合，以特许经营和管理合约为主,llm,0.90,0,
ok,IOT,Samsara Inc.,Technology,Software - Infrastructure,,,"Samsara Inc. provides solutions that connect physical operations data to its Connected Operations Cloud in the United States and internationally. The company's Connected Operations Cloud includes Data Platform, which ingests, aggregates, and enriches data from its IoT devices and has embedded capabilities for AI, workflows and analytics, alerts, API connections, and data security and privacy; and applications for video-based safety, vehicle telematics, apps and driver workflows, equipment monito",互联网与软件,企业SaaS,端侧AI;AI应用层,为车队和物理运营企业提供Connected Operations Cloud的IoT数据平台与SaaS应用，融合视频安全、车辆远程信息处理与AI工作流,llm,0.90,0,
ok,KSPI,Joint Stock Company Kaspi.kz,Technology,Software - Infrastructure,,,"Joint Stock Company Kaspi.kz, together with its subsidiaries, provides payments, marketplace, and fintech solutions for consumers and merchants in the Republic of Kazakhstan. It operates through three segments: Payments Platform, Marketplace Platform, and Fintech Platform. The Payments Platform segment facilities transactions between customers and merchants. This segment offers shopping transactions, regular household bills, and peer to peer payments for consumers; accepts payment online and in ",金融,支付与金融科技,,哈萨克斯坦领先的支付、电商市场与金融科技综合平台，服务消费者与商户,llm,0.90,0,
ok,LOGI,Logitech International S.A.,Technology,Computer Hardware,,,"Logitech International S.A., through its subsidiaries, designs, manufactures, and markets products that connect people to digital and cloud experiences worldwide. The company offers pointing devices, such as wireless mouse; corded and cordless keyboards, living room keyboards, and keyboard-and-mouse combinations; PC webcams; and keyboards for tablets and smartphones, as well as other accessories for mobile devices. It also provides keyboards, mice, headsets, and simulation products, such as stee",消费与零售,消费电子与品牌硬件,端侧AI;关税敞口,全球PC外设与视频协作设备龙头，鼠标键盘、网络摄像头及游戏外设品牌商。,llm,0.90,0,
ok,LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,,,"Lattice Semiconductor Corporation, together with its subsidiaries, develops and sells semiconductor products in Asia, Europe, and the Americas. The company offers field programmable gate arrays that consist of four product families, including the Certus-NX and ECP, Mach, iCE40, and CrossLink. It also provides video connectivity application specific standard products. In addition, the company licenses its technology portfolio through standard IP and IP core licensing, patent monetization, and IP ",半导体,芯片IP/EDA/Fabless其他,端侧AI;半导体周期,低功耗FPGA厂商，专注边缘AI与视频连接ASSP，并通过IP授权变现,llm,0.90,0,
ok,PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,,,"PulteGroup, Inc., through its subsidiaries, primarily engages in the homebuilding business in the United States. It acquires and develops land primarily for residential purposes; and constructs housing on such land. The company also offers various home designs, including single-family detached, townhomes, condominiums, and duplexes under the Centex, Pulte Homes, Del Webb, DiVosta Homes, American West, and John Wieland Homes and Neighborhoods brand names. As of December 31, 2021, it controlled 22",地产与公用,住宅与商业REIT,房地产周期;利率敏感,美国大型住宅建筑商，以Pulte Homes、Centex、Del Webb等品牌开发并建造独栋住宅、联排别墅及公寓,llm,0.90,0,
ok,PTC,PTC Inc.,Technology,Software - Application,,,"PTC Inc. operates as software and services company in the Americas, Europe, and the Asia Pacific. The company operates in two segments, Software Products and Professional Services. It offers ThingWorx platform, which offers a set of capabilities that enable enterprises to digitally transform every aspect of their business with innovative solutions that are simple to create, easy to implement, scalable to meet future needs, and designed to enable customers to accelerate time to value; and Vuforia",互联网与软件,企业SaaS,AI应用层;工业资本开支,工业软件与CAD/PLM龙头，ThingWorx工业物联网平台和Vuforia AR赋能制造业数字化转型,llm,0.90,0,
ok,RBRK,"Rubrik, Inc.",Technology,Software - Infrastructure,,,"Rubrik, Inc. provides data security solutions to individuals and businesses worldwide. The company offers enterprise data protection, unstructured data protection, cloud data protection, and SaaS data protection solutions; data threat analytics; data security posture; and cyber recovery solutions. It serves financial, retail, trade, transportation, energy, industrial, healthcare and life science, education, technology, media, communications, and public sectors. Rubrik, Inc. was formerly known as",互联网与软件,信息安全,,企业级数据安全与备份恢复SaaS厂商，覆盖云、SaaS与本地数据保护及勒索软件恢复,llm,0.90,0,
ok,SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,,,"Super Micro Computer, Inc., together with its subsidiaries, develops and manufactures high performance server and storage solutions based on modular and open architecture in the United States, Europe, Asia, and internationally. Its solutions range from complete server, storage systems, modular blade servers, blades, workstations, full racks, networking devices, server sub-systems, server management software, and security software. The company provides application-optimized server solutions, rack",AI算力与云,数据中心网络设备,AI算力;AI基建材料;存储,AI服务器与机架级算力系统集成商，为超大规模数据中心提供GPU服务器、存储和液冷整机解决方案,llm,0.90,0,
ok,TOST,"Toast, Inc.",Technology,Software - Infrastructure,,,"Toast, Inc. operates a cloud-based and digital technology platform for the restaurant industry in the United States and Ireland. The company offers Toast Point of Sale (POS), a hardware product; Toast Order & Pay, which allows guests to order and pay from their mobile devices; Toast Flex that is used for on-counter order and pay, as well as used as a server station, guest kiosk, kitchen display system, or order fulfillment station; Toast Go, a handheld POS device that enhances the table turn tim",互联网与软件,企业SaaS,,为餐饮行业提供云端POS与支付、订单管理一体化SaaS平台。,llm,0.90,0,
ok,DT,"Dynatrace, Inc.",Technology,Software - Application,,,"Dynatrace, Inc. provides a software intelligence platform for dynamic multi-cloud environments. It operates Dynatrace, a software intelligence platform, which provides application and microservices monitoring, runtime application security, infrastructure monitoring, digital experience monitoring, business analytics, and cloud automation. Its platform allows its customers to modernize and automate IT operations, develop and release software, and enhance user experiences. The company also offers i",互联网与软件,企业SaaS,AI应用层,提供软件智能平台，为多云环境提供应用性能监控、基础设施监控和运行时安全的企业SaaS厂商,llm,0.92,0,
ok,ENTG,"Entegris, Inc.",Technology,Semiconductors,,,"Entegris, Inc. develops, manufactures, and supplies microcontamination control products, specialty chemicals, and advanced materials handling solutions in North America, Taiwan, China, South Korea, Japan, Europe, and Southeast Asia. It operates in three segments: Specialty Chemicals and Engineered Materials (SCEM); Microcontamination Control (MC); and Advanced Materials Handling (AMH). The SCEM segment offers high-performance and high-purity process chemistries, gases, and materials, as well as ",半导体,半导体设备,半导体周期;AI基建材料;AI算力,半导体微污染控制、特种化学品与先进材料处理解决方案供应商，服务全球晶圆厂制造工艺,llm,0.92,0,
ok,GRAB,Grab Holdings Limited,Technology,Software - Application,,,"Grab Holdings Limited provides superapps that allows access to mobility, delivery, financial services, and enterprise offerings through its mobile application in Cambodia, Indonesia, Malaysia, Myanmar, the Philippines, Singapore, Thailand, and Vietnam. The company is headquartered in Singapore.",互联网与软件,消费互联网平台,,东南亚超级App，整合网约车、外卖、数字支付与金融服务于一体的消费互联网平台。,llm,0.92,0,
ok,LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,,,"Leidos Holdings, Inc., together with its subsidiaries, provides services and solutions in the defense, intelligence, civil, and health markets in the United States and internationally. It operates through three segments: Defense Solutions, Civil, and Health. The Defense Solutions segment offers national security solutions and systems for air, land, sea, space, and cyberspace for the U.S. Intelligence Community, the Department of Defense, the National Aeronautics and Space Administration, militar",工业与航天,航空航天与国防,地缘政治;医疗AI,为美国国防部、情报界、联邦民用机构及医疗卫生市场提供IT服务、国家安全解决方案和系统集成的大型政府承包商,llm,0.92,0,
ok,RMBS,Rambus Inc.,Technology,Semiconductors,,,"Rambus Inc. provides semiconductor products in the United States, Taiwan, South Korea, Japan, Europe, Canada, Singapore, China, and internationally. The company offers DDR memory interface chips, including DDR5, DDR4 and DDR3 memory interface chips to module manufacturers and OEMs; silicon IP comprising, interface and security IP solutions that move and protect data in advanced applications; and physical interface and digital controller IP to offer industry-leading, integrated memory and interco",半导体,芯片IP/EDA/Fabless其他,AI算力;存储;半导体周期,提供DDR5/DDR4内存接口芯片及接口与安全硅IP，服务数据中心与AI算力的高带宽内存子系统,llm,0.92,0,
ok,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,,,"Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products, including intellectual property in the United States, China, South Korea, Taiwan, Europe, the Middle East, Africa, and rest of Asia-Pacific. Its product portfolio includes amplifiers, antenna tuners, attenuators, automotive tuners and digital radios, circulators/isolators, DC/DC converters, demodulators, detectors, diodes, wireless analog system on chip produ",半导体,模拟与功率,6G/卫星通信;中国敞口;端侧AI,射频前端模拟芯片龙头，为智能手机和物联网设备提供功率放大器、滤波器和天线调谐器等无线连接器件。,llm,0.92,0,
ok,CBRS,Cerebras Systems Inc.,Technology,Semiconductors,,,"Cerebras Systems Inc. operates as an artificial intelligence infrastructure company. It designs and manufactures an AI compute platform that comprises of proprietary systems and software that is delivered in racks for deployment in data centers up to supercomputer scale. The company's pioneering wafer-scale engine, a chip encompassing a silicon wafer, designed to enable higher performance and speeds than GPUs for the computational demands of inference, Generative AI, and other AI applications. I",半导体,计算芯片/GPU加速器,AI算力;AI推理;自研芯片,设计制造晶圆级AI加速芯片与整机系统，为数据中心提供超越GPU的AI推理与训练算力平台,llm,0.93,0,
ok,LECO,"Lincoln Electric Holdings, Inc.",Industrials,Manufacturing - Tools & Accessories,,,"Lincoln Electric Holdings, Inc., through its subsidiaries, designs, develops, manufactures, and sells welding, cutting, and brazing products worldwide. The company operates through three segments: Americas Welding, International Welding, and The Harris Products Group. It offers welding products, including arc welding power sources, plasma cutters, wire feeding systems, robotic welding packages, integrated automation systems, fume extraction equipment, consumable electrodes, fluxes and welding ac",工业与航天,工业自动化与机械,工业资本开支;关税敞口,全球焊接、切割与钎焊设备及耗材龙头，服务工业制造、能源与基建客户。,llm,0.93,0,
ok,AA,Alcoa Corporation,Basic Materials,Aluminum,,,"Alcoa Corporation, together with its subsidiaries, produces and sells bauxite, alumina, and aluminum products in the United States, Spain, Australia, Iceland, Norway, Brazil, Canada, and internationally. The company operates through three segments: Bauxite, Alumina, and Aluminum. It engages in bauxite mining operations; and processes bauxite into alumina and sells it to customers who process it into industrial chemical products, as well as aluminum smelting and casting businesses. The company of",能源与材料,矿业与金属,工业资本开支;关税敞口,全球铝业巨头，从铝土矿开采到氧化铝精炼再到电解铝冶炼的全产业链一体化生产商,llm,0.95,0,
